years,country,migration,iso3_d,AZE,DEU,KAZ,RUS,TJK,UKR,USA,road_quality_destination,railroad_quality_destination,airtr_quality_destination,electricity_quality_destination,fixedtel_destination,mobile_destination,technology_destination,internet_destination,fxinternet_destination,road_origin,railroad_origin,airtr_origin,electr_origin,fexedtel_origin,mobile_origin,technology_origin,internet_origin,fxinternet_origin,country_code_merge,year,iso3_o,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d,GTI1,GTI2,GTI3,GTI4,GTI5,GTI6,GTI7,GTI8,GTI9,GTI10,GTI11,GTI12,GTI13,GTI14,GTI15,GTI16,GTI17,GTI18,GTI19,GTI20,GTI21,GTI22,GTI23,GTI24,GTI25,GTI26,GTI27,GTI28,GTI29,GTI30,GTI31,GTI32,GTI33,GTI34,GTI35,GTI36,GTI37,GTI38,GTI39,GTI40,GTI41,GTI42,BX.GSR.CCIS.CD,BX.GSR.CCIS.ZS,BX.TRF.PWKR.CD.DT,EG.ELC.COAL.ZS,EG.ELC.HYRO.ZS,EG.ELC.LOSS.ZS,EG.ELC.NGAS.ZS,EG.ELC.NUCL.ZS,EG.ELC.PETR.ZS,EG.USE.ELEC.KH.PC,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.H2O.FWTL.K3,ER.H2O.FWTL.ZS,ER.H2O.INTR.K3,ER.H2O.INTR.PC,IE.PPI.ENGY.CD,IE.PPI.ICTI.CD,IE.PPI.TRAN.CD,IE.PPI.WATR.CD,IE.PPN.ENGY.CD,IE.PPN.TRAN.CD,IE.PPN.WATR.CD,IP.IDS.NRCT,IP.IDS.RSCT,IP.TMK.NRCT,IP.TMK.RSCT,IQ.SPI.PIL5,IS.AIR.DPRT,IS.AIR.GOOD.MT.K1,IS.AIR.PSGR,IS.RRS.GOOD.MT.K6,IS.RRS.PASG.KM,IS.RRS.TOTL.KM,IS.SHP.GCNW.XQ,IS.SHP.GOOD.TU,IT.CEL.SETS,IT.CEL.SETS.P2,IT.MLT.MAIN,IT.MLT.MAIN.P2,IT.NET.BBND,IT.NET.BBND.P2,IT.NET.SECR,IT.NET.SECR.P6,IT.NET.USER.ZS,LP.LPI.INFR.XQ,NY.GDP.MKTP.KD,SL.UEM.TOTL.ZS,SP.POP.TOTL,TM.VAL.ICTG.ZS.UN,TX.VAL.ICTG.ZS.UN,oBX.GSR.CCIS.CD,oBX.GSR.CCIS.ZS,oBX.TRF.PWKR.CD.DT,oEG.ELC.COAL.ZS,oEG.ELC.HYRO.ZS,oEG.ELC.LOSS.ZS,oEG.ELC.NGAS.ZS,oEG.ELC.NUCL.ZS,oEG.ELC.PETR.ZS,oEG.USE.ELEC.KH.PC,oER.H2O.FWAG.ZS,oER.H2O.FWDM.ZS,oER.H2O.FWIN.ZS,oER.H2O.FWTL.K3,oER.H2O.FWTL.ZS,oER.H2O.INTR.K3,oER.H2O.INTR.PC,oIE.PPI.ENGY.CD,oIE.PPI.ICTI.CD,oIE.PPI.TRAN.CD,oIE.PPI.WATR.CD,oIE.PPN.ENGY.CD,oIE.PPN.TRAN.CD,oIE.PPN.WATR.CD,oIP.IDS.NRCT,oIP.IDS.RSCT,oIP.TMK.NRCT,oIP.TMK.RSCT,oIQ.SPI.PIL5,oIS.AIR.DPRT,oIS.AIR.GOOD.MT.K1,oIS.AIR.PSGR,oIS.RRS.GOOD.MT.K6,oIS.RRS.PASG.KM,oIS.RRS.TOTL.KM,oIS.SHP.GCNW.XQ,oIS.SHP.GOOD.TU,oIT.CEL.SETS,oIT.CEL.SETS.P2,oIT.MLT.MAIN,oIT.MLT.MAIN.P2,oIT.NET.BBND,oIT.NET.BBND.P2,oIT.NET.SECR,oIT.NET.SECR.P6,oIT.NET.USER.ZS,oLP.LPI.INFR.XQ,oNY.GDP.MKTP.KD,oSL.UEM.TOTL.ZS,oSP.POP.TOTL,oTM.VAL.ICTG.ZS.UN,oTX.VAL.ICTG.ZS.UN
2014,Germany,65,DEU,0,1,0,0,0,0,0,6.008959293,5.724215508,6.081326008,6.148703575,61.83617783,131.3049164,6.287858009,84,34.03660202,2.529613018,2.500800848,3.089701176,2.684545279,8.972932816,124.7750702,3.570311546,21.72350883,2.623142004,DEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEU,2014,KGZ,417,276,1,1,6,1,0,5016.01123,4848.92,4559.661133,4841.335,1,0,0,0,0.00014,0,2,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,5835.5,80982.498,7468096.512,3879276642,1.279999971,47.90299988,1,1,1,1,19557845.56,3810887356,3.352,47.058,5774.565918,81489.66406,20881824,3621184768,0,1,1,1,0,1,0,0,6,2.3,8.9,4,9,10,14.5,14,23.5,8232.18,15987.134,11640.579,7031.605,8232.180664,16547.7168,18.41666603,29.16666603,22.58333397,29.41666603,23.75,29.25,11.33333302,75.58333588,37.33333206,13,26.91666603,2.5,18.41666603,35,26.58333397,37.41666794,19.75,11.66666698,5.75,20.5,21.66666603,40.5,39,25.66666603,3.5,41.83333206,40.33333206,30.16666603,39.33333206,12.16666698,0,42.58333206,0,0,28.91666603,43.91666794,27.08333397,45.41666794,22.91666603,37.91666794,46.83333206,23.33333397,29042341177,9.575155876,17075378095,45.8101933,3.149349292,3.884470799,10.01225203,15.61715155,0.909897771,7035.482975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13965,47189,20535,182820,0,946082,7184.146208,112353098.6,112629,90976,33426,84.20164386,19866700,99530000,122.1971002,47021000,57.72962772,29572818,36.30777257,271517,3352.786096,86.19,4.323295,3.64E+12,4.98,80982500,7.742427343,4.520062225,20849181,2.31464387,2242827292,7.363436728,91.2572056,23.73044194,0.80290969,0,0.576447982,1941.221832,0,0,0,0,0,0,0,40000000,0,0,0,0,0,0,714,48,6330,372,0,17388,0.237168,712284,1010,0,424,0,0,7563444,129.4106012,443184,7.582882599,170706,2.920781339,82,14.05192357,28.3,2.045971,5855984962,8.05,5835500,2.037129014,0.056549192
2015,Germany,89,DEU,0,1,0,0,0,0,0,5.875007629,5.661853313,5.940622807,6.141544342,58.86859131,119.0306015,6.189649105,83.96140289,34.57588577,2.72516942,2.639318705,3.181883574,2.857395649,8.31497097,121.4498215,3.747436047,23.39999962,0.961614013,DEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEU,2015,KGZ,417,276,1,1,6,1,0,5016.01123,4848.92,4559.661133,4841.335,1,0,0,0,0.00014,0,2,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,5956.9,81686.607,6678178.304,3363599811,1.121000051,41.17699814,1,1,1,1,20534456.2,3920864425,3.447,47.999,5865.400879,81707.78906,21694070,3731792640,0,1,1,1,0,1,0,0,6,2.1,2,4,9,10,10.5,14,19.5,7026.257,14085.221,10073.861,5881.318,7026.257813,14305.93359,24.83333397,36.25,24.5,34.41666794,36.75,32.41666794,20.08333397,82.91666412,46.16666794,12.91666698,27.41666603,17,15.16666698,56.41666794,31.66666603,36.58333206,23.58333397,11.08333302,8.833333015,22.25,28.58333397,46.58333206,33.41666794,23.25,18.08333397,52.25,47.08333206,38,37.91666794,17.16666603,1.333333373,52.5,0,0,27.66666603,58.58333206,29.83333397,44.41666794,20.58333397,37.5,65.5,37.33333206,29433492590,10.47904252,15578082899,44.26280916,2.960682843,0,9.83155139,14.31992599,0.968692616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11173,45458,19619,190540,0,967453,6986.405445,117222850,116632,91603,33332,86.87080307,19238700,96360000,117.8176431,45350000,55.44863133,30707429,37.54542249,351083,4297.925887,87.58979935,4.3813255,3.69E+12,4.62,81686611,8.439838042,4.651619556,42524386,4.981863628,1687701982,13.21565618,85.18802763,0,1.304681504,0,0.291634689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,21,6330,341,0,20962,0.06929,967629,918,41,424,0,0,7579439,127.1905538,408037,6.847268246,211521,3.549533564,136,22.83066696,30.24704278,2.0029855,6082952718,7.56,5956900,2.799089538,0.069321085
2016,Germany,121,DEU,0,1,0,0,0,0,0,5.715679646,5.57895565,5.950352192,6.387302399,56.89015961,120.4189835,6.223315716,86.19000244,35.77980804,2.55556941,2.426702499,2.905791998,2.928073406,7.877223492,134.4608612,3.580476284,28.29999924,4.158264637,DEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEU,2016,KGZ,417,276,1,1,6,1,0,5016.01123,4848.92,4559.661133,4841.335,1,0,0,0,0.00014,0,2,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,6082.7,82667.686,6551287.808,3466756882,1.077000022,41.93600082,1,1,1,1,21600596.55,4028362431,3.551,48.73,5955.733887,81914.67188,23261980,3846866944,0,1,1,1,0,1,0,0,6,2,1.9,4,9,10,10.5,14,19.5,6384.89,17052.869,12401.796,10542.024,6384.891113,17121.69531,22.25,33.5,30.25,33.41666794,55.08333206,35,18.16666603,72.41666412,44,12.66666698,23.75,13.16666698,20.25,41.08333206,42.91666794,33.83333206,22.91666603,9.75,10.5,18.41666603,25,41.75,28.25,32.5,15.16666698,56.58333206,46.75,38.83333206,26.16666603,15.5,5.083333492,62.58333206,23.16666603,21.75,23.25,53.08333206,21.83333397,49.41666794,16.41666603,30.08333397,54.66666794,31.91666603,33994516275,11.59588209,15197536776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9917,46216,19683,190216,95,962803,6942.706332,116713587,128866,94197,33380,88.01194228,19420700,103470000,125.8854564,45300000,55.1136675,31861900,38.76437445,957300,11624.9602,84.16520664,4.439356,3.78E+12,4.12,82348669,8.499590373,4.708548066,65799849,7.823715565,1994607958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,17,6085,269,85,23120,0.088343,1015750,807,40.8,424,0,0,7613528,125.3393872,382149,6.291212364,240873,3.965424993,257,42.27321326,37,1.96,6346700783,7.21,6079500,3.130007198,0.371673953
2017,Germany,63,DEU,0,1,0,0,0,0,0,5.551636219,5.360685825,5.885861874,6.444921017,54.93083572,116.7122803,6.139057159,87.58979797,37.19265366,2.488281965,2.373281956,2.882899284,3.238278627,7.14910078,132.7972107,3.443375826,30.24704361,3.706052065,DEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEU,2017,KGZ,417,276,1,1,6,1,0,5016.01123,4848.92,4559.661133,4841.335,1,0,0,0,0.00014,0,2,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,6198.2,82657.005,7702934.8,3682602480,1.243000031,44.5530014,,,,,31280403.48,4401873172,5.047,53.255,6045.117188,82114.22656,24668016,3994907648,0,1,1,1,0,1,0,0,6,2.1,6.8,4,9,10,8,14,17,4361.466,16646.547,9413.646,6831.703,4361.46582,15598.4834,25.41666603,37.58333206,35.33333206,36.58333206,52.08333206,44.83333206,13.5,61.33333206,45.41666794,14.83333302,26.33333397,25.16666603,25.75,16.91666603,48.66666794,32.08333206,21.58333397,16.25,19,22.83333397,44.58333206,55.25,28.33333397,22.58333397,34.16666794,51.08333206,42.83333206,42.58333206,25,18.58333397,19.16666603,69.33333588,47.66666794,53.91666794,18.41666603,66.16666412,20.08333397,49.25,14.5,37.83333206,33.41666794,33.75,37400463310,11.63065735,15688314346,0,0,0,0,0,0,0,1.226383825,17.95586328,80.8177529,24.443,22.84392523,107,1294.506181,0,0,0,0,0,0,0,6694,39121,22561,203252,95,955827,7901.652344,114160685,131204,95530,33488,83.5498086,19718530,109700000,132.7148699,44400000,53.71504308,33243300,40.21768674,2825322,34181.27844,84.3941537,4.404678,3.87E+12,3.75,82657002,8.777071489,4.955060267,39813681,4.833165121,2485778060,0,0,0,0,0,0,0,92.68929504,2.924281984,4.386422977,7.707,15.75107296,48.93,7894.227356,0,0,0,0,0,0,0,502,11,6989,519,85,27055,0.02165,1122951,935,43,424,0,0,8467966,136.8066442,362288,5.853047296,258013,4.16840274,639,103.0944468,38.19903776,2.17,6647530416,6.89,6198200,3.655667962,0.146529914
2018,Germany,138,DEU,0,1,0,0,0,0,0,5.509500504,5.50006628,5.762544632,6.175892353,53.73950577,114.5288162,6.066233635,89.64710236,38.05448151,2.650644302,2.449175596,3.082779646,3.649217606,6.594243526,131.3766479,3.460288048,34.5,4.076120853,DEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEUDEU,2018,KGZ,417,276,1,1,6,1,0,5016.01123,4848.92,4559.661133,4841.335,1,0,0,0,0.00014,0,2,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,6322.8,82905.785,8271108.638,3963767526,1.307999969,47.81100082,,,,,33246519.09,4531047927,5.258,54.653,,,,,0,1,1,1,0,1,0,0,6,1.9,6.5,4,9,10,8,14,17,6168.033,15288.345,12433.228,10041.819,6340.956055,16006.78027,31,39.16666794,45.83333206,36.75,60,65.75,12.58333302,54.75,41.33333206,13.16666698,23,16.75,28.16666603,13.33333302,54.75,31.83333397,26,35.08333206,52.08333206,49.58333206,43.41666794,62.08333206,30.75,18,45.75,62.5,39.75,53.41666794,25.16666603,10.58333302,44.83333206,56.08333206,46.83333206,53.91666794,21.66666603,64.25,21.66666603,56.08333206,13.58333302,45.08333206,22.5,29.58333397,40780980849,12.38600561,16887715832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5661,38815,24198,195623,95,922648.6435,7969.86364,109796202.2,129991,98000,33440,87.4105272,19706500,107500000,129.3242137,42500000,51.12817752,34174900,41.11294951,4676435,56406.62071,87.03711209,4.37,3.92E+12,3.38,82905782,8.552275007,4.963000222,0,0,2688570122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7728,552,70,8751,1.263266,1175000.704,949,35,424,0,0,8735246,138.5660601,331140,5.252830332,250612,3.975425244,1075,170.0196116,38.19903776,2.38,6897338635,6.79,6322800,3.851815148,0.139359784
2011,Kazakhstan,3629,KAZ,0,0,1,0,0,0,0,2.443850517,3.994138718,3.943241119,4.145278454,24.06430435,95.89651489,4.355583191,33.89399719,8.747119904,2.740215302,2.788116932,2.953366041,2.287801981,9.089927673,81.84894562,3.54306531,40.0271225,0.095618546,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2011,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,5514.6,16556.601,6197766.144,188048965.6,1.123999953,11.3579998,1,1,1,1,16105958.46,352286473.3,2.921,21.278,5506.601074,16647.38086,19088114,366603936,0,0,1,0,0,0,1,1,1,3.5,0.8,4,7,14,25,18,32,289705.219,241961.078,263387.656,181733.734,289705.2188,241972.6875,12.33333302,29.58333397,4.25,46.58333206,0,19.33333397,26.33333397,36.41666794,45.91666794,10.66666698,15.41666698,0,12.66666698,18.58333397,44.08333206,37.25,10.33333302,21.66666603,6,47.25,5,29.58333397,68.08333588,8.333333015,0,23.66666603,48.5,36.91666794,3.666666746,28.83333397,0,20,0,0,23.08333397,33.58333206,33.41666794,20.91666603,59.33333206,29.91666603,13.58333302,4.083333492,103704604.6,2.390752017,179708290.7,81.09856097,9.10424318,7.353382764,9.170073684,0,0.627122168,4892.734896,0,0,0,0,0,0,0,28200000,0,0,0,0,0,0,121,136,0,0,0,40916,50.977,3786453.064,223583.5,16595.3,14319.4,0,0,25240800,153.0610945,4265800,25.86796049,1193400,7.236819365,91,5.49609771,50.6,3.485,1.59E+11,5.39,16557202,5.742580134,0.142425714,16628943,1.933036159,1708694028,4.189207019,93.27747724,22.35783085,1.009367991,0,1.52394775,1649.258332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,17,6679,271,0,9274,1.486294,526018.0125,798.3,82.8,417.2,0,0,6277108,113.758549,502020,9.097990149,39040,0.707512719,8,1.45069452,17.5,2.435,5079922897,8.53,5514600,3.82216916,0.238271609
2012,Kazakhstan,3055,KAZ,0,0,1,0,0,0,0,2.504676104,3.915744066,3.886157036,3.923751116,25.03000259,123.3498535,4.414761066,34,5.284416676,2.841402292,2.720993042,2.968539476,3.067490578,9.414679527,91.85968018,3.493830442,20,0.288701832,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2012,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,5607.2,16791.426,6605139.968,203517198.3,1.177999973,12.11999989,1,1,1,1,16388179.55,375997008.5,2.923,22.392,5594.10791,16921.17969,18061590,371928608,0,0,1,0,0,0,1,1,1,2.8,0.7,4,7,14,25,18,32,404930.563,333049.813,369636.156,288994.219,404930.5625,333045.2813,10.08333302,25.75,16.66666603,31.5,16.25,15.91666698,7.916666508,51.08333206,42.91666794,10.66666698,15.08333302,8.333333015,7,5.583333492,29.66666603,44.75,13.58333302,27.83333397,2.583333254,28.08333397,14.58333302,26.25,52.83333206,20.83333397,0,24.33333397,33.91666794,44.83333206,26.41666603,4.5,0,38.5,0,0,33.83333206,16.91666603,23.91666603,7,33.66666794,49.83333206,6.75,17.16666603,124362300,2.289898728,282984848.9,74.79341069,8.228018574,7.694711098,16.18345777,0,0.791880798,5180.65351,58.38085445,11.6247546,29.99439095,21.39,33.24009324,64.35,3832.161452,0,0,0,0,0,0,0,118,119,16526,6209,0,44580,53.977,4064819.023,235845.5,18498,14758.9,0,0,30235400,180.4934178,4361400,26.03583853,1637300,9.774035498,202,12.0294734,61.90662747,2.6,1.67E+11,5.29,16792090,5.812535888,0.441999197,13232665,1.340198527,2031374213,4.799578059,93.47969409,22.15849156,0.534018987,0,1.186708861,1809.102582,92.68929504,2.924281984,4.386422977,7.707,15.75107296,48.93,8726.280497,0,0,0,0,0,0,0,576,50,6995,230,0,7719,0.78235,494640.4268,922.7,75.8,417.2,0,0,6797852,120.9243102,488853,8.69601336,54614,0.971506923,38,6.777000999,19.8,2.49,5075444934,8.43,5607200,2.343275262,0.078879333
2013,Kazakhstan,2838,KAZ,0,0,1,0,0,0,0,2.744923353,4.263871193,4.09427309,4.447825432,26.14527893,142.5498657,4.641376019,45,7.501195431,2.482843637,2.298570156,2.939580917,2.904504776,8.901119232,104.8292313,3.620476723,20,0.296703994,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2013,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,5719.5,17037.508,7226303.488,231876280.3,1.263000011,13.60999966,1,1,1,1,18470586.53,404993550.1,3.229,23.774,5683.808105,17207.25586,19626012,400693344,0,0,1,0,0,0,1,1,1,2.7,0.6,4,7,10,18,14,25,382453.25,351151.031,384479.355,336770.813,382453.25,329136.3125,12.25,24.08333397,20.5,28.33333397,20.33333397,24.33333397,22.08333397,59.25,38,11.33333302,19.66666603,12.33333302,19.16666603,7.25,22.66666603,43.08333206,15.75,7.583333492,4.333333492,19.75,8.666666985,33.66666794,43.83333206,10.66666698,0,28.75,29.75,37.08333206,35.75,7.75,0,48.66666794,0,0,35.41666794,32.08333206,19.75,18.08333397,34.5,35.16666794,14.58333302,25,140646781.2,2.35566202,341405870.7,75.1944978,7.499563471,10.83949324,16.71710999,0,0.583008362,5345.468427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,135,17919,7048,0,66108,58.199004,4785588,231248,19125,14767.1,0,0,30364900,178.3430714,4392000,25.79566439,1958823,11.50481346,296,17.3754286,63.30422443,2.4915115,1.77E+11,5.2,17035551,5.964423792,0.334389226,21877873,2.066770528,2277998114,5.609877953,93.47655414,20.27692527,0.192705731,0,0.72086218,1887.020071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,14,7526,326,0,12189,0.59035,771165,1002,0,417,0,0,6737487,117.555938,461277,8.048379225,136200,2.376422953,44,7.692845654,23,2.2679855,5629453576,8.33,5719600,2.214600984,0.055729993
2014,Kazakhstan,1893,KAZ,0,0,1,0,0,0,0,2.814899921,4.406489849,4.092189312,4.755209446,26.49546051,175.3914795,4.620807171,53.31567001,9.719010353,2.529613018,2.500800848,3.089701176,2.684545279,8.972932816,124.7750702,3.570311546,21.72350883,2.623142004,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2014,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,5835.5,17289.225,7468096.512,221415571.5,1.279999971,12.80700016,1,1,1,1,19557845.56,429558622,3.352,24.845,5774.565918,17487.7793,20881824,414176480,0,0,1,0,0,0,1,1,1,2.3,0.5,4,7,10,16,14,23,458906.813,351174.438,508827.637,459781.688,458906.8125,352227.9688,18.41666603,29.16666603,22.58333397,29.41666603,23.75,29.25,11.33333302,75.58333588,37.33333206,13,26.91666603,2.5,18.41666603,35,26.58333397,37.41666794,19.75,11.66666698,5.75,20.5,21.66666603,40.5,39,25.66666603,3.5,41.83333206,40.33333206,30.16666603,39.33333206,12.16666698,0,42.58333206,0,0,28.91666603,43.91666794,27.08333397,45.41666794,22.91666603,37.91666794,46.83333206,23.33333397,146111854.6,2.086571671,401380996.1,71.94769102,7.864430654,6.740396695,19.1999467,0,0.974606921,5600.208465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,107,0,0,0,71220,44.61,4918608,216524,18317,14767.1,0,0,28595600,165.2675044,4353400,25.16035871,2148000,12.41430847,465,26.89682638,66,2.383023,1.84E+11,5.06,17288285,5.985464684,0.84256593,20849181,2.31464387,2242827292,7.363436728,91.2572056,23.73044194,0.80290969,0,0.576447982,1941.221832,0,0,0,0,0,0,0,40000000,0,0,0,0,0,0,714,48,6330,372,0,17388,0.237168,712284,1010,0,424,0,0,7563444,129.4106012,443184,7.582882599,170706,2.920781339,82,14.05192357,28.3,2.045971,5855984962,8.05,5835500,2.037129014,0.056549192
2015,Kazakhstan,1447,KAZ,0,0,1,0,0,0,0,2.982920885,4.207969666,4.026525021,4.680713654,26.66814995,180.5020752,4.388000011,54,11.60116768,2.72516942,2.639318705,3.181883574,2.857395649,8.31497097,121.4498215,3.747436047,23.39999962,0.961614013,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2015,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,5956.9,17544.127,6678178.304,184388436,1.121000051,10.51000023,1,1,1,1,20534456.2,439390495.4,3.447,25.045,5865.400879,17749.64648,21694070,385276160,0,0,1,1,0,0,1,3,2,2.1,0.5,4,6,10,11,14,17,227702.891,181995.063,205257.473,181115.172,227702.875,182013.3281,24.83333397,36.25,24.5,34.41666794,36.75,32.41666794,20.08333397,82.91666412,46.16666794,12.91666698,27.41666603,17,15.16666698,56.41666794,31.66666603,36.58333206,23.58333397,11.08333302,8.833333015,22.25,28.58333397,46.58333206,33.41666794,23.25,18.08333397,52.25,47.08333206,38,37.91666794,17.16666603,1.333333373,52.5,0,0,27.66666603,58.58333206,29.83333397,44.41666794,20.58333397,37.5,65.5,37.33333206,142220010,2.302251266,294269675.9,71.56892212,8.705902243,0,18.39332006,0,1.163729947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,94,0,0,0,72486,37.669008,5081632,189759,17085,14767.1,0,0,26309300,149.7227182,4147800,23.60457673,2301000,13.09468418,845,48.16789287,70.8299336,2.572464,1.86E+11,4.93,17542806,4.889596818,0.185265848,42524386,4.981863628,1687701982,13.21565618,85.18802763,0,1.304681504,0,0.291634689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,21,6330,341,0,20962,0.06929,967629,918,41,424,0,0,7579439,127.1905538,408037,6.847268246,211521,3.549533564,136,22.83066696,30.24704278,2.0029855,6082952718,7.56,5956900,2.799089538,0.069321085
2016,Kazakhstan,1341,KAZ,0,0,1,0,0,0,0,3.125197887,4.217630386,4.038244724,4.626849174,26.12291145,168.6229095,4.408805847,54.88999939,12.9343996,2.55556941,2.426702499,2.905791998,2.928073406,7.877223492,134.4608612,3.580476284,28.29999924,4.158264637,KAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZKAZ,2016,KGZ,417,398,1,1,6,6,1,194.9779968,884.712,950.3400269,524.795,1,1,1,1,0.328999996,0,2,2,1,1,1,1,0,0,0,0,0,,,,1,1,,,6082.7,17797.031,6551287.808,133657083.9,1.077000022,7.510000229,1,1,1,1,21600596.55,449620839.3,3.551,25.264,5955.733887,17987.73633,23261980,386885344,0,0,1,1,0,0,1,3,2,2,0.3,4,5,10,9,14,14,151150.859,200579.516,225936.547,111815.43,151150.8594,231377.8906,22.25,33.5,30.25,33.41666794,55.08333206,35,18.16666603,72.41666412,44,12.66666698,23.75,13.16666698,20.25,41.08333206,42.91666794,33.83333206,22.91666603,9.75,10.5,18.41666603,25,41.75,28.25,32.5,15.16666698,56.58333206,46.75,38.83333206,26.16666603,15.5,5.083333492,62.58333206,23.16666603,21.75,23.25,53.08333206,21.83333397,49.41666794,16.41666603,30.08333397,54.66666794,31.91666603,124088872,2.039415955,384165377.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,89,14391,8491,70,73188,38.89446,5007869,188159,18165.1,15529,0,0,25534800,143.2053265,3931100,22.04655839,2349900,13.17880684,4701,264.1893599,74.58772647,2.761905,1.88E+11,4.96,17794055,5.198397261,0.155205855,65799849,7.823715565,1994607958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,17,6085,269,85,23120,0.088343,1015750,807,40.8,424,0,0,7613528,125.3393872,382149,6.291212364,240873,3.965424993,257,42.27321326,37,1.96,6346700783,7.21,6079500,3.130007198,0.371673953
